Full Name,First Name,Last Name,First Last,List of Congresses,Chamber,State,Gender,Party,Ethnicity,BirthYear,Congress Name,Alternative name (Wikipedia),Congress ID
"BONNER, JO",BONNER,JO,JO BONNER,108 109 110 111 112 113,H,AL,M,R,W,1959,"BONNER, JO",JO BONNER,B001244
"BONO MACK, MARY",BONO MACK,MARY,MARY BONO MACK,108 109 110,H,CA,F,R,W,1961,"BONO MACK, MARY",MARY BONO MACK,B001228
"BONO, SONNY",BONO,SONNY,SONNY BONO,104 105,H,CA,M,R,W,1935,"BONO, SONNY",SONNY BONO,B000622
"BOOKER, CORY",BOOKER,CORY,CORY BOOKER,113 114,S,NJ,M,D,B,1969,"BOOKER, CORY A.",CORY BOOKER,B001288
"BOOZMAN, JOHN",BOOZMAN,JOHN,JOHN BOOZMAN,107 108 109 110 111 112 113 114,H,AR,M,R,W,1950,"BOOZMAN, JOHN",JOHN BOOZMAN,B001236
"BORDALLO, MADELEINE",BORDALLO,MADELEINE,MADELEINE BORDALLO,108 109 110 111 112 113 114,H,GU,F,D,W,1933,"BORDALLO, MADELEINE Z.",MADELEINE BORDALLO,B001245
"BOREN, DAN",BOREN,DAN,DAN BOREN,109 110 111 112,H,OK,M,D,W,1973,"BOREN, DAN",DAN BOREN,B001254
"BOREN, DAVID",BOREN,DAVID,DAVID BOREN,97 98 99 100 101 102 103,S,OK,M,D,W,1941,"BOREN, DAVID L.",DAVID BOREN,B000639
"BORSKI, ROBERT",BORSKI,ROBERT,ROBERT BORSKI,98 99 100 101 102 103 104 105 106 107,H,PA,M,D,W,1948,"BORSKI, ROBERT A.",ROBERT BORSKI,B000644
"BOSCHWITZ, RUDOLPH",BOSCHWITZ,RUDOLPH,RUDOLPH BOSCHWITZ,97 98 99 100 101,S,MN,M,R,W,1930,"BOSCHWITZ, RUDY",RUDY BOSCHWITZ,B000647
"BOSCO, DOUGLAS",BOSCO,DOUGLAS,DOUGLAS BOSCO,98 99 100 101,H,CA,M,D,W,1946,"BOSCO, DOUGLAS H.",DOUGLAS BOSCO,B000648
"BOST, MIKE",BOST,MIKE,MIKE BOST,114,H,IL,M,R,W,1960,"BOST, MIKE",MIKE BOST,B001295
"BOSWELL, LEONARD",BOSWELL,LEONARD,LEONARD BOSWELL,105 106 107 108 109 110 111 112,H,IA,M,D,W,1934,"BOSWELL, LEONARD L.",LEONARD BOSWELL,B000652
"BOUCHER, FREDERICK",BOUCHER,FREDERICK,FREDERICK BOUCHER,98 99 100 101 102 103 104 105 106 107 108 109 110 111,H,VA,M,D,W,1946,"BOUCHER, RICK",RICK BOUCHER,B000657
"BOULTER, ELDON",BOULTER,ELDON,ELDON BOULTER,99 100,H,TX,M,R,W,1942,"BOULTER, BEAU",BEAU BOULTER,B000666
"BOUSTANY, CHARLES",BOUSTANY,CHARLES,CHARLES BOUSTANY,109 110 111 112 113 114,H,LA,M,R,ME,1956,"BOUSTANY, CHARLES W., JR.",CHARLES BOUSTANY,B001255
"BOWEN, DAVID",BOWEN,DAVID,DAVID BOWEN,97,H,MS,M,D,W,1932,"BOWEN, DAVID R.",DAVID BOWEN,B000682
"BOXER, BARBARA",BOXER,BARBARA,BARBARA BOXER,98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,CA,F,D,W,1940,"BOXER, BARBARA",BARBARA BOXER,B000711
"BOYD, ALLEN",BOYD,ALLEN,ALLEN BOYD,105 106 107 108 109 110 111,H,FL,M,D,W,1945,"BOYD, ALLEN",ALLEN BOYD,B000716
"BOYDA, NANCY",BOYDA,NANCY,NANCY BOYDA,110,H,KS,F,D,W,1955,"BOYDA, NANCY E.",NANCY BOYDA,B001258
"BOYLE, BRENDAN",BOYLE,BRENDAN,BRENDAN BOYLE,114,H,PA,M,D,W,1977,"BOYLE, BRENDAN F.",BRENDAN BOYLE,B001296
"BRADLEY, JEB",BRADLEY,JEB,JEB BRADLEY,108 109,H,NH,M,R,W,1952,"BRADLEY, JEB",JEB BRADLEY,B001246
"BRADLEY, WILLIAM",BRADLEY,WILLIAM,WILLIAM BRADLEY,97 98 99 100 101 102 103 104,S,NJ,M,D,W,1943,"BRADLEY, BILL",BILL BRADLEY,B001225
"BRADY, KEVIN",BRADY,KEVIN,KEVIN BRADY,105 106 107 108 109 110 111 112 113 114,H,TX,M,R,W,1955,"BRADY, KEVIN",KEVIN BRADY,B000755
"BRADY, NICHOLAS",BRADY,NICHOLAS,NICHOLAS BRADY,97,S,NJ,M,R,W,1930,"BRADY, NICHOLAS",NICHOLAS BRADY,B000756
"BRADY, ROBERT",BRADY,ROBERT,ROBERT BRADY,105 106 107 108 109 110 111 112 113 114,H,PA,M,D,W,1945,"BRADY, ROBERT A.",ROBERT BRADY,B001227
"BRALEY, BRUCE",BRALEY,BRUCE,BRUCE BRALEY,110 111 112 113,H,IA,M,D,W,1957,"BRALEY, BRUCE L.",BRUCE BRALEY,B001259
"BRAT, DAVID",BRAT,DAVID,DAVID BRAT,113 114,H,VA,M,R,W,1964,"BRAT, DAVE",DAVE BRAT,B001290
"BREAUX, JOHN",BREAUX,JOHN,JOHN BREAUX,97 98 99 100 101 102 103 104 105 106 107 108,H,LA,M,D,W,1944,"BREAUX, JOHN B.",JOHN BREAUX,B000780
"BRENNAN, JOSEPH",BRENNAN,JOSEPH,JOSEPH BRENNAN,100 101,H,ME,M,D,W,1934,"BRENNAN, JOSEPH E.",JOSEPH BRENNAN,B000798
"BREWSTER, WILLIAM",BREWSTER,WILLIAM,WILLIAM BREWSTER,102 103 104,H,OK,M,D,W,1941,"BREWSTER, BILL K.",BILL BREWSTER,B000817
"BRIDENSTINE, JIM",BRIDENSTINE,JIM,JIM BRIDENSTINE,113 114,H,OK,M,R,W,1975,"BRIDENSTINE, JIM",JIM BRIDENSTINE,B001283
"BRIGHT, BOBBY",BRIGHT,BOBBY,BOBBY BRIGHT,111,H,AL,M,D,W,1952,"BRIGHT, BOBBY",BOBBY BRIGHT,B001264
"BRINKLEY, JACK",BRINKLEY,JACK,JACK BRINKLEY,97,H,GA,M,D,W,1930,"BRINKLEY, JACK",JACK BRINKLEY,B000839
"BRITT, CHARLES",BRITT,CHARLES,CHARLES BRITT,98,H,NC,M,D,W,1942,"BRITT, ROBIN",ROBIN BRITT,B000845
"BRODHEAD, WILLIAM",BRODHEAD,WILLIAM,WILLIAM BRODHEAD,97,H,MI,M,D,W,1941,"BRODHEAD, WILLIAM",WILLIAM BRODHEAD,B000862
"BROOKS, JACK",BROOKS,JACK,JACK BROOKS,97 98 99 100 101 102 103,H,TX,M,D,W,1922,"BROOKS, JACK B.",JACK BROOKS,B000880
"BROOKS, MO",BROOKS,MO,MO BROOKS,112 113 114,H,AL,M,R,W,1954,"BROOKS, MO",MO BROOKS,B001274
"BROOKS, SUSAN",BROOKS,SUSAN,SUSAN BROOKS,113 114,H,IN,F,R,W,1960,"BROOKS, SUSAN W.",SUSAN BROOKS,B001284
"BROOMFIELD, WILLIAM",BROOMFIELD,WILLIAM,WILLIAM BROOMFIELD,97 98 99 100 101 102,H,MI,M,R,W,1922,"BROOMFIELD, WILLIAM S.",WILLIAM BROOMFIELD,B000890
"BROUN, PAUL",BROUN,PAUL,PAUL BROUN,110 111 112 113,H,GA,M,R,W,1946,"BROUN, PAUL C.",PAUL BROUN,B001262
"BROWDER, JOHN",BROWDER,JOHN,JOHN BROWDER,101 102 103 104,H,AL,M,D,W,1943,"BROWDER, GLEN",GLEN BROWDER,B000897
"BROWN-WAITE, VIRGINIA",BROWN-WAITE,VIRGINIA,VIRGINIA BROWN-WAITE,108 109 110 111,H,FL,F,R,W,1943,"BROWN-WAITE, GINNY",GINNY BROWN-WAITE,B001247
"BROWN, CLARENCE",BROWN,CLARENCE,CLARENCE BROWN,97,H,OH,M,R,W,1927,"BROWN, CLARENCE, JR.",CLARENCE BROWN,B000910
"BROWN, CORRINE",BROWN,CORRINE,CORRINE BROWN,103 104 105 106 107 108 109 110 111 112 113 114,H,FL,F,D,B,1946,"BROWN, CORRINE",CORRINE BROWN,B000911
"BROWN, GEORGE",BROWN,GEORGE,GEORGE BROWN,97 98 99 100 101 102 103 104 105 106,H,CA,M,D,W,1920,"BROWN, GEORGE E., JR.",GEORGE BROWN,B000918
"BROWN, GEORGE",BROWN,GEORGE,GEORGE BROWN,97 98 99 100 101 102 103 104,H,CO,M,R,W,1940,"BROWN, HANK",GEORGE BROWN,B000919
"BROWN, HENRY",BROWN,HENRY,HENRY BROWN,107 108 109 110 111,H,SC,M,R,W,1935,"BROWN, HENRY E., JR.",HENRY BROWN,B001235
"BROWN, SCOTT",BROWN,SCOTT,SCOTT BROWN,111 112,S,MA,M,R,W,1959,"BROWN, SCOTT P.",SCOTT BROWN,B001268
"BROWN, SHERROD",BROWN,SHERROD,SHERROD BROWN,103 104 105 106 107 108 109 110 111 112 113 114,H,OH,M,D,W,1952,"BROWN, SHERROD",SHERROD BROWN,B000944
"BROWNBACK, SAMUEL",BROWNBACK,SAMUEL,SAMUEL BROWNBACK,104 105 106 107 108 109 110 111,H,KS,M,R,W,1956,"BROWNBACK, SAM",SAM BROWNBACK,B000953
"BROWNLEY, JULIA",BROWNLEY,JULIA,JULIA BROWNLEY,113 114,H,CA,F,D,W,1952,"BROWNLEY, JULIA",JULIA BROWNLEY,B001285
"BROYHILL, JAMES",BROYHILL,JAMES,JAMES BROYHILL,97 98 99,H,NC,M,R,W,1927,"BROYHILL, JAMES T.",JAMES BROYHILL,B000966
"BRUCE, TERRY",BRUCE,TERRY,TERRY BRUCE,99 100 101 102,H,IL,M,D,W,1944,"BRUCE, TERRY L.",TERRY BRUCE,B000971
"BRYAN, RICHARD",BRYAN,RICHARD,RICHARD BRYAN,101 102 103 104 105 106,S,NV,M,D,W,1937,"BRYAN, RICHARD H.",RICHARD BRYAN,B000993
"BRYANT, ED",BRYANT,ED,ED BRYANT,104 105 106 107,H,TN,M,R,W,1948,"BRYANT, ED",ED BRYANT,B000996
"BRYANT, JOHN",BRYANT,JOHN,JOHN BRYANT,98 99 100 101 102 103 104,H,TX,M,D,W,1947,"BRYANT, JOHN W.",JOHN BRYANT,B000997
"BUCHANAN, VERN",BUCHANAN,VERN,VERN BUCHANAN,110 111 112 113 114,H,FL,M,R,W,1951,"BUCHANAN, VERN",VERN BUCHANAN,B001260
"BUCK, KEN",BUCK,KEN,KEN BUCK,114,H,CO,M,R,W,1959,"BUCK, KEN",KEN BUCK,B001297
"BUCSHON, LARRY",BUCSHON,LARRY,LARRY BUCSHON,112 113 114,H,IN,M,R,W,1962,"BUCSHON, LARRY",LARRY BUCSHON,B001275
"BUECHNER, JOHN",BUECHNER,JOHN,JOHN BUECHNER,100 101,H,MO,M,R,W,1940,"BUECHNER, JACK",JACK BUECHNER,B001036
"BUERKLE, ANN MARIE",BUERKLE,ANN MARIE,ANN MARIE BUERKLE,112,H,NY,F,R,W,1951,"BUERKLE, ANN MARIE",ANN BUERKLE,B001276
"BUMPERS, DALE",BUMPERS,DALE,DALE BUMPERS,97 98 99 100 101 102 103 104 105,S,AR,M,D,W,1925,"BUMPERS, DALE",DALE BUMPERS,B001057
"BUNN, JIM",BUNN,JIM,JIM BUNN,104,H,OR,M,R,W,1956,"BUNN, JIM",JIM BUNN,B001063
"BUNNING, JIM",BUNNING,JIM,JIM BUNNING,100 101 102 103 104 105 106 107 108 109 110 111,H,KY,M,R,W,1931,"BUNNING, JIM",JIM BUNNING,B001066
"BURDICK, JOCELYN",BURDICK,JOCELYN,JOCELYN BURDICK,102,S,ND,F,D,W,1922,"BURDICK, JOYCELYN",JOYCELYN BURDICK,B001076
"BURDICK, QUENTIN",BURDICK,QUENTIN,QUENTIN BURDICK,97 98 99 100 101 102,S,ND,M,D,W,1908,"BURDICK, QUENTIN N.",QUENTIN BURDICK,B001077
"BURGENER, CLAIR",BURGENER,CLAIR,CLAIR BURGENER,97,H,CA,M,R,W,1921,"BURGENER, CLAIR W.",CLAIR BURGENER,B001080
"BURGESS, MICHAEL",BURGESS,MICHAEL,MICHAEL BURGESS,108 109 110 111 112 113 114,H,TX,M,R,W,1950,"BURGESS, MICHAEL C.",MICHAEL BURGESS,B001248
"BURNS, CONRAD",BURNS,CONRAD,CONRAD BURNS,101 102 103 104 105 106 107 108 109,S,MT,M,R,W,1935,"BURNS, CONRAD R.",CONRAD BURNS,B001126
"BURNS, MAX",BURNS,MAX,MAX BURNS,108,H,GA,M,R,W,1948,"BURNS, MAX",MAX BURNS,B001249
"BURR, RICHARD",BURR,RICHARD,RICHARD BURR,104 105 106 107 108 109 110 111 112 113 114,H,NC,M,R,W,1955,"BURR, RICHARD",RICHARD BURR,B001135
"BURRIS, ROLAND",BURRIS,ROLAND,ROLAND BURRIS,111,S,IL,M,D,B,1937,"BURRIS, ROLAND",ROLAND BURRIS,B001266
"BURTON, DAN",BURTON,DAN,DAN BURTON,98 99 100 101 102 103 104 105 106 107 108 109 110 111 112,H,IN,M,R,W,1938,"BURTON, DAN",DAN BURTON,B001149
"BURTON, JOHN",BURTON,JOHN,JOHN BURTON,97,H,CA,M,D,W,1932,"BURTON, JOHN",JOHN BURTON,B001153
"BURTON, PHILLIP",BURTON,PHILLIP,PHILLIP BURTON,97 98,H,CA,M,D,W,1926,"BURTON, PHILLIP",PHILLIP BURTON,B001156
"BURTON, SALA",BURTON,SALA,SALA BURTON,98 99 100,H,CA,F,D,W,1925,"BURTON, SALA",SALA BURTON,B001158
"BUSTAMANTE, ALBERT",BUSTAMANTE,ALBERT,ALBERT BUSTAMANTE,99 100 101 102,H,TX,M,D,H,1935,"BUSTAMANTE, ALBERT G.",ALBERT BUSTAMANTE,B001172
"BUSTOS, CHERI",BUSTOS,CHERI,CHERI BUSTOS,113 114,H,IL,F,D,W,1961,"BUSTOS, CHERI",CHERI BUSTOS,B001286
"BUTLER, MANLEY",BUTLER,MANLEY,MANLEY BUTLER,97,H,VA,M,R,W,1925,"BUTLER, M. CALDWELL",M. BUTLER,B001182
"BUTTERFIELD, GEORGE",BUTTERFIELD,GEORGE,GEORGE BUTTERFIELD,108 109 110 111 112 113 114,H,NC,M,D,B,1947,"BUTTERFIELD, G. K.",G. BUTTERFIELD,B001251
"BUYER, STEPHEN",BUYER,STEPHEN,STEPHEN BUYER,103 104 105 106 107 108 109 110 111,H,IN,M,R,W,1958,"BUYER, STEVE",STEVE BUYER,B001203
"BYRD, HARRY",BYRD,HARRY,HARRY BYRD,97,S,VA,M,I,W,1914,"BYRD, HARRY F.,  JR.",HARRY BYRD,B001209
"BYRD, ROBERT",BYRD,ROBERT,ROBERT BYRD,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111,S,WV,M,D,W,1917,"BYRD, ROBERT C.",ROBERT BYRD,B001210
"BYRNE, BRADLEY",BYRNE,BRADLEY,BRADLEY BYRNE,113 114,H,AL,M,R,W,1955,"BYRNE, BRADLEY",BRADLEY BYRNE,B001289
"BYRNE, LESLIE",BYRNE,LESLIE,LESLIE BYRNE,103,H,VA,F,D,W,1946,"BYRNE, LESLIE L.",LESLIE BYRNE,B001213
"BYRON, BEVERLY",BYRON,BEVERLY,BEVERLY BYRON,97 98 99 100 101 102,H,MD,F,D,W,1932,"BYRON, BEVERLY B.",BEVERLY BYRON,B001220
"CALLAHAN, H.",CALLAHAN,H.,H. CALLAHAN,99 100 101 102 103 104 105 106 107,H,AL,M,R,W,1932,"CALLAHAN, SONNY",SONNY CALLAHAN,C000052
"CALVERT, KEN",CALVERT,KEN,KEN CALVERT,103 104 105 106 107 108 109 110 111 112 113 114,H,CA,M,R,W,1953,"CALVERT, KEN",KEN CALVERT,C000059
"CAMP, DAVE",CAMP,DAVE,DAVE CAMP,102 103 104 105 106 107 108 109 110 111 112 113,H,MI,M,R,W,1953,"CAMP, DAVE",DAVE CAMP,C000071
"CAMPBELL, BEN",CAMPBELL,BEN,BEN CAMPBELL,100 101 102 103 104 105 106 107 108,H,CO,M,D,NA,1933,"CAMPBELL, BEN NIGHTHORSE",BEN CAMPBELL,C000077
"CAMPBELL, CARROLL",CAMPBELL,CARROLL,CARROLL CAMPBELL,97 98 99,H,SC,M,R,W,1940,"CAMPBELL, CARROLL A., JR.",CARROLL CAMPBELL,C000079
"CAMPBELL, JOHN",CAMPBELL,JOHN,JOHN CAMPBELL,109 110 111 112 113,H,CA,M,R,W,1955,"CAMPBELL, JOHN",JOHN CAMPBELL,C001064
"CAMPBELL, TOM",CAMPBELL,TOM,TOM CAMPBELL,101 102 104 105 106,H,CA,M,R,W,1952,"CAMPBELL, TOM",TOM CAMPBELL,C000100
"CANADY, CHARLES",CANADY,CHARLES,CHARLES CANADY,103 104 105 106,H,FL,M,R,W,1954,"CANADY, CHARLES T.",CHARLES CANADY,C000107
"CANNON, CHRISTOPHER",CANNON,CHRISTOPHER,CHRISTOPHER CANNON,105 106 107 108 109 110,H,UT,M,R,W,1950,"CANNON, CHRIS",CHRIS CANNON,C000116
"CANNON, HOWARD",CANNON,HOWARD,HOWARD CANNON,97,S,NV,M,D,W,1912,"CANNON, HOWARD W.",HOWARD CANNON,C000120
"CANSECO, FRANCISCO",CANSECO,FRANCISCO,FRANCISCO CANSECO,112,H,TX,M,R,H,1949,"CANSECO, FRANCISCO ""QUICO""",QUICO CANSECO,C001082
"CANTOR, ERIC",CANTOR,ERIC,ERIC CANTOR,107 108 109 110 111 112 113,H,VA,M,R,W,1963,"CANTOR, ERIC",ERIC CANTOR,C001046
"CANTWELL, MARIA",CANTWELL,MARIA,MARIA CANTWELL,103 107 108 109 110 111 112 113 114,H,WA,F,D,W,1958,"CANTWELL, MARIA",MARIA CANTWELL,C000127
"CAO, ANH",CAO,ANH,ANH CAO,111,H,LA,M,R,AAPIA,1967,"CAO, ANH ""JOSEPH""",JOSEPH CAO,C001079
"CAPITO, SHELLEY",CAPITO,SHELLEY,SHELLEY CAPITO,107 108 109 110 111 112 113 114,H,WV,F,R,W,1953,"CAPITO, SHELLEY MOORE",SHELLEY CAPITO,C001047
"CAPPS, LOIS",CAPPS,LOIS,LOIS CAPPS,105 106 107 108 109 110 111 112 113 114,H,CA,F,D,W,1938,"CAPPS, LOIS",LOIS CAPPS,C001036
"CAPPS, WALTER",CAPPS,WALTER,WALTER CAPPS,105,H,CA,M,D,W,1934,"CAPPS, WALTER",WALTER CAPPS,C000134
"CAPUANO, MICHAEL",CAPUANO,MICHAEL,MICHAEL CAPUANO,106 107 108 109 110 111 112 113 114,H,MA,M,D,W,1952,"CAPUANO, MICHAEL E.",MICHAEL CAPUANO,C001037
"CARDENAS, TONY",CARDENAS,TONY,TONY CARDENAS,113 114,H,CA,M,D,H,1963,"CARDENAS, TONY",TONY CÁRDENAS,C001097
"CARDIN, BENJAMIN",CARDIN,BENJAMIN,BENJAMIN CARDIN,100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,MD,M,D,W,1943,"CARDIN, BENJAMIN L.",BENJAMIN CARDIN,C000141
"CARDOZA, DENNIS",CARDOZA,DENNIS,DENNIS CARDOZA,108 109 110 111 112,H,CA,M,D,W,1959,"CARDOZA, DENNIS A.",DENNIS CARDOZA,C001050
"CARMAN, GREGORY",CARMAN,GREGORY,GREGORY CARMAN,97,H,NY,M,R,W,1937,"CARMAN, GREGORY W.",GREGORY CARMAN,C000158
"CARNAHAN, JEAN",CARNAHAN,JEAN,JEAN CARNAHAN,107,S,MO,F,D,W,1933,"CARNAHAN, JEAN",JEAN CARNAHAN,C001043
"CARNAHAN, RUSS",CARNAHAN,RUSS,RUSS CARNAHAN,109 110 111 112,H,MO,M,D,W,1958,"CARNAHAN, RUSS",RUSS CARNAHAN,C001060
"CARNEY, CHRISTOPHER",CARNEY,CHRISTOPHER,CHRISTOPHER CARNEY,110 111,H,PA,M,D,W,1959,"CARNEY, CHRISTOPHER P.",CHRISTOPHER CARNEY,C001065
"CARNEY, JOHN",CARNEY,JOHN,JOHN CARNEY,112 113 114,H,DE,M,D,W,1956,"CARNEY, JOHN C., JR.",JOHN CARNEY,C001083
"CARNEY, WILLIAM",CARNEY,WILLIAM,WILLIAM CARNEY,97 98 99,H,NY,M,R,W,1942,"CARNEY, WILLIAM",WILLIAM CARNEY,C000165
"CARPER, THOMAS",CARPER,THOMAS,THOMAS CARPER,98 99 100 101 102 107 108 109 110 111 112 113 114,H,DE,M,D,W,1947,"CARPER, THOMAS R.",THOMAS CARPER,C000174
"CARR, MILTON",CARR,MILTON,MILTON CARR,98 99 100 101 102 103,H,MI,M,D,W,1943,"CARR, BOB",BOB CARR,C000178
"CARSON, ANDRE",CARSON,ANDRE,ANDRE CARSON,110 111 112 113 114,H,IN,M,D,B,1974,"CARSON, ANDRE",ANDRÉ CARSON,C001072
"CARSON, BRAD",CARSON,BRAD,BRAD CARSON,107 108,H,OK,M,D,W,1967,"CARSON, BRAD",BRAD CARSON,C001044
"CARSON, JULIA",CARSON,JULIA,JULIA CARSON,105 106 107 108 109 110,H,IN,F,D,B,1938,"CARSON, JULIA",JULIA CARSON,C000191
"CARTER, BUDDY",CARTER,BUDDY,BUDDY CARTER,114,H,GA,M,R,W,1957,"CARTER, EARL L. ""BUDDY""",EARL CARTER,C001103
"CARTER, JOHN",CARTER,JOHN,JOHN CARTER,108 109 110 111 112 113 114,H,TX,M,R,W,1941,"CARTER, JOHN R.",JOHN CARTER,C001051
"CARTWRIGHT, MATTHEW",CARTWRIGHT,MATTHEW,MATTHEW CARTWRIGHT,113 114,H,PA,M,D,W,1961,"CARTWRIGHT, MATT",MATT CARTWRIGHT,C001090
"CASE, ED",CASE,ED,ED CASE,108 109,H,HI,M,D,W,1952,"CASE, ED",ED CASE,C001055
"CASEY, ROBERT",CASEY,ROBERT,ROBERT CASEY,110 111 112 113 114,S,PA,M,D,W,1960,"CASEY, ROBERT P., JR.",ROBERT CASEY,C001070
"CASSIDY, BILL",CASSIDY,BILL,BILL CASSIDY,111 112 113 114,H,LA,M,R,W,1957,"CASSIDY, BILL",BILL CASSIDY,C001075
"CASTLE, MICHAEL",CASTLE,MICHAEL,MICHAEL CASTLE,103 104 105 106 107 108 109 110 111,H,DE,M,R,W,1939,"CASTLE, MICHAEL N.",MICHAEL CASTLE,C000243
"CASTOR, KATHY",CASTOR,KATHY,KATHY CASTOR,110 111 112 113 114,H,FL,F,D,W,1966,"CASTOR, KATHY",KATHY CASTOR,C001066
"CASTRO, JOAQUIN",CASTRO,JOAQUIN,JOAQUIN CASTRO,113 114,H,TX,M,D,H,1974,"CASTRO, JOAQUIN",JOAQUIN CASTRO,C001091
"CAZAYOUX, DONALD",CAZAYOUX,DONALD,DONALD CAZAYOUX,110,H,LA,M,D,W,1964,"CAZAYOUX, DONALD J., JR.",DONALD CAZAYOUX,C001073
"CHABOT, STEVE",CHABOT,STEVE,STEVE CHABOT,104 105 106 107 108 109 110 112 113 114,H,OH,M,R,W,1953,"CHABOT, STEVE",STEVE CHABOT,C000266
"CHAFEE, JOHN",CHAFEE,JOHN,JOHN CHAFEE,97 98 99 100 101 102 103 104 105 106,S,RI,M,R,W,1922,"CHAFEE, JOHN H.",JOHN CHAFEE,C000269
"CHAFEE, LINCOLN",CHAFEE,LINCOLN,LINCOLN CHAFEE,107 108 109,S,RI,M,R,W,1953,"CHAFEE, LINCOLN",LINCOLN CHAFEE,C001040
"CHAFFETZ, JASON",CHAFFETZ,JASON,JASON CHAFFETZ,111 112 113 114,H,UT,M,R,W,1967,"CHAFFETZ, JASON",JASON CHAFFETZ,C001076
"CHAMBLISS, SAXBY",CHAMBLISS,SAXBY,SAXBY CHAMBLISS,104 105 106 107 108 109 110 111 112 113,H,GA,M,R,W,1943,"CHAMBLISS, SAXBY",SAXBY CHAMBLISS,C000286
"CHANDLER, BEN",CHANDLER,BEN,BEN CHANDLER,108 109 110 111 112,H,KY,M,D,W,1959,"CHANDLER, BEN",BEN CHANDLER,C001058
"CHANDLER, RODNEY",CHANDLER,RODNEY,RODNEY CHANDLER,98 99 100 101 102,H,WA,M,R,W,1942,"CHANDLER, ROD D.",ROD CHANDLER,C000293
"CHAPMAN, JIM",CHAPMAN,JIM,JIM CHAPMAN,99 100 101 102 103 104,H,TX,M,D,W,1945,"CHAPMAN, JIM",JIM CHAPMAN,C000312
"CHAPPELL, WILLIAM",CHAPPELL,WILLIAM,WILLIAM CHAPPELL,97 98 99 100,H,FL,M,D,W,1922,"CHAPPELL, BILL, JR.",BILL CHAPPELL,C000321
"CHAPPIE, EUGENE",CHAPPIE,EUGENE,EUGENE CHAPPIE,97 98 99,H,CA,M,R,W,1920,"CHAPPIE, EUGENE A.",EUGENE CHAPPIE,C000322
"CHENEY, RICHARD",CHENEY,RICHARD,RICHARD CHENEY,97 98 99 100 101,H,WY,M,R,W,1941,"CHENEY, DICK",DICK CHENEY,C000344
"CHENOWETH-HAGE, HELEN",CHENOWETH-HAGE,HELEN,HELEN CHENOWETH-HAGE,104 105 106,H,ID,F,R,W,1938,"CHENOWETH-HAGE, HELEN",HELEN CHENOWETH-HAGE,C000345
"CHIESA, JEFFREY",CHIESA,JEFFREY,JEFFREY CHIESA,113,S,NJ,M,R,W,1965,"CHIESA, JEFF",JEFF CHIESA,C001100
"CHILDERS, TRAVIS",CHILDERS,TRAVIS,TRAVIS CHILDERS,110 111,H,MS,M,D,W,1958,"CHILDERS, TRAVIS",TRAVIS CHILDERS,C001074
"CHILES, LAWTON",CHILES,LAWTON,LAWTON CHILES,97 98 99 100,S,FL,M,D,W,1930,"CHILES, LAWTON",LAWTON CHILES,C000356
"CHISHOLM, SHIRLEY",CHISHOLM,SHIRLEY,SHIRLEY CHISHOLM,97,H,NY,F,D,B,1924,"CHISHOLM, SHIRLEY",SHIRLEY CHISHOLM,C000371
"CHOCOLA, CHRIS",CHOCOLA,CHRIS,CHRIS CHOCOLA,108 109,H,IN,M,R,W,1962,"CHOCOLA, CHRIS",CHRIS CHOCOLA,C001052
"CHRISTENSEN, DONNA",CHRISTENSEN,DONNA,DONNA CHRISTENSEN,105 106 107 108 109 110 111 112 113,H,VI,F,D,B,1945,"CHRISTENSEN, DONNA M.",DONNA CHRISTIAN-CHRISTENSE,C000380
"CHRISTENSEN, JON",CHRISTENSEN,JON,JON CHRISTENSEN,104 105,H,NE,M,R,W,1963,"CHRISTENSEN, JON",JON CHRISTENSEN,C000377
"CHRYSLER, DICK",CHRYSLER,DICK,DICK CHRYSLER,104,H,MI,M,R,W,1942,"CHRYSLER, DICK",DICK CHRYSLER,C000385
"CHU, JUDY",CHU,JUDY,JUDY CHU,111 112 113 114,H,CA,F,D,AAPIA,1953,"CHU, JUDY",JUDY CHU,C001080
"CICILLINE, DAVID",CICILLINE,DAVID,DAVID CICILLINE,112 113 114,H,RI,M,D,W,1961,"CICILLINE, DAVID N.",DAVID CICILLINE,C001084
"CLARK, KATHERINE",CLARK,KATHERINE,KATHERINE CLARK,113 114,H,MA,F,D,W,1963,"CLARK, KATHERINE M.",KATHERINE CLARK,C001101
"CLARKE, HANSEN",CLARKE,HANSEN,HANSEN CLARKE,112,H,MI,M,D,B/AAPIA,1957,"CLARKE, HANSEN",HANSEN CLARKE,C001085
"CLARKE, JAMES",CLARKE,JAMES,JAMES CLARKE,98 100 101,H,NC,M,D,W,1917,"CLARKE, JAMES MCC.",JAMES CLARKE,C000462
"CLARKE, YVETTE",CLARKE,YVETTE,YVETTE CLARKE,110 111 112 113 114,H,NY,F,D,B,1964,"CLARKE, YVETTE D.",YVETTE CLARKE,C001067
"CLAUSEN, DONALD",CLAUSEN,DONALD,DONALD CLAUSEN,97,H,CA,M,R,W,1923,"CLAUSEN, DON H.",DON CLAUSEN,C000475
"CLAWSON, CURTIS",CLAWSON,CURTIS,CURTIS CLAWSON,113 114,H,FL,M,R,W,1959,"CLAWSON, CURT",CURT CLAWSON,C001102
